"customer_id","region","country","acquisition_chan","total_spent","revenue_share_percent"
"11412","North America","USA","Email","5849.21","0.0017"
"11737","Europe","Germany","Social Ads","5696.5199999999995","0.0016"
"11200","North America","USA","Organic","5637.55","0.0016"
"11022","Europe","France","Paid Search","5585.63","0.0016"
"10572","Southeast Asia","Indonesia","Organic","5581.32","0.0016"
"11087","Latin America","Chile","Email","5569.53","0.0016"
"12664","North America","Mexico","Referral","5501.46","0.0016"
"10067","Europe","Poland","Referral","5492.36","0.0016"
"12558","North America","USA","Influencer","5469.79","0.0016"
"12447","North America","USA","Paid Search","5376.42","0.0015"
"12018","Latin America","Brazil","Organic","5309.7","0.0015"
"10206","Southeast Asia","Thailand","Social Ads","5288.88","0.0015"
"11219","North America","Canada","Email","5253.92","0.0015"
"11300","North America","USA","Influencer","5224.9400000000005","0.0015"
"10324","Latin America","Argentina","Organic","5203.87","0.0015"
"11610","Europe","France","Organic","5181.34","0.0015"
"10658","Latin America","Brazil","Paid Search","5175.18","0.0015"
"12681","Europe","Germany","Referral","5131.09","0.0015"
"10066","North America","Canada","Email","5085.04","0.0015"
"11341","Southeast Asia","Thailand","Paid Search","5067.5199999999995","0.0015"
"12916","North America","Canada","Paid Search","5058.22","0.0015"
"10509","Latin America","Argentina","Social Ads","5033.36","0.0014"
"11999","North America","Mexico","Paid Search","4988.01","0.0014"
"11121","Southeast Asia","Philippines","Social Ads","4909.11","0.0014"
"12400","North America","USA","Organic","4759.83","0.0014"
"10398","Europe","Germany","Email","4759.69","0.0014"
"12134","Southeast Asia","Philippines","Influencer","4757.93","0.0014"
"12731","North America","USA","Social Ads","4750.2","0.0014"
"12015","Southeast Asia","Vietnam","Influencer","4729.75","0.0014"
"12306","Southeast Asia","Thailand","Influencer","4514.65","0.0013"
"11160","North America","Mexico","Referral","4495.59","0.0013"
"11279","North America","Mexico","Influencer","4492.860000000001","0.0013"
"10748","Europe","Poland","Paid Search","4479.71","0.0013"
"11015","Europe","Germany","Social Ads","4455.16","0.0013"
"11037","Europe","France","Influencer","4377.51","0.0013"
"11770","Middle East","Turkey","Influencer","4345.8","0.0013"
"11321","Europe","Germany","Email","4331.42","0.0012"
"10587","Latin America","Brazil","Paid Search","4304.84","0.0012"
"12939","Latin America","Argentina","Referral","4274.0599999999995","0.0012"
"11494","Europe","Spain","Social Ads","4267.83","0.0012"
"10001","Middle East","Turkey","Referral","4219.33","0.0012"
"11933","Southeast Asia","Indonesia","Referral","4161.07","0.0012"
"10888","Middle East","Turkey","Paid Search","4150.47","0.0012"
"11119","Latin America","Brazil","Social Ads","4139.3099999999995","0.0012"
"11353","North America","USA","Influencer","4078.42","0.0012"
"12975","Europe","Germany","Influencer","4058.7200000000003","0.0012"
"12656","Latin America","Chile","Paid Search","4036.01","0.0012"
"11192","Europe","France","Influencer","4028.48","0.0012"
"11020","North America","Mexico","Influencer","3970.54","0.0011"
"11000","North America","Canada","Organic","3897.13","0.0011"
"11926","Latin America","Brazil","Referral","3869.89","0.0011"
"10056","Latin America","Argentina","Email","3856.03","0.0011"
"10816","Latin America","Argentina","Organic","3853.7799999999997","0.0011"
"11143","Southeast Asia","Vietnam","Organic","3834.11","0.0011"
"11803","Europe","Germany","Influencer","3812.21","0.0011"
"11411","Europe","UK","Influencer","3796.21","0.0011"
"12929","North America","USA","Email","3775.81","0.0011"
"11115","Europe","Germany","Email","3766.1","0.0011"
"10406","Southeast Asia","Thailand","Social Ads","3721.55","0.0011"
"10604","Europe","Spain","Organic","3678.69","0.0011"
"12381","North America","USA","Email","3676.01","0.0011"
"12144","Southeast Asia","Thailand","Social Ads","3658.4700000000003","0.0011"
"10164","Europe","Germany","Influencer","3658.23","0.0011"
"10607","Europe","UK","Organic","3628.71","0.001"
"12749","Middle East","Saudi Arabia","Referral","3587.02","0.001"
"11580","Europe","Germany","Influencer","3518.66","0.001"
"12060","Southeast Asia","Vietnam","Organic","3475.0600000000004","0.001"
"11587","North America","USA","Paid Search","3467.71","0.001"
"11501","Europe","Spain","Organic","3452.5","0.001"
"12086","North America","USA","Paid Search","3439.5","0.001"
"11674","North America","USA","Influencer","3434.38","0.001"
"12449","Middle East","UAE","Social Ads","3429.04","0.001"
"12782","Latin America","Chile","Organic","3414.54","0.001"
"12265","North America","USA","Influencer","3388.17","0.001"
"10654","North America","Mexico","Organic","3372.64","0.001"
"10168","Europe","France","Organic","3306.91","0.001"
"12785","Europe","France","Organic","3304.02","0.001"
"12913","Europe","France","Referral","3293.43","0.0009"
"12925","North America","Canada","Social Ads","3272.31","0.0009"
"10689","North America","USA","Organic","3270.7200000000003","0.0009"
"11132","Europe","UK","Influencer","3267.98","0.0009"
"12836","Southeast Asia","Indonesia","Organic","3255.04","0.0009"
"10055","Latin America","Argentina","Social Ads","3252.8999999999996","0.0009"
"11392","North America","Mexico","Influencer","3251.6","0.0009"
"12687","Southeast Asia","Philippines","Social Ads","3249.9","0.0009"
"12097","Europe","Poland","Organic","3237.16","0.0009"
"12889","North America","Canada","Paid Search","3232.96","0.0009"
"10350","Middle East","UAE","Paid Search","3205.02","0.0009"
"11962","North America","Canada","Organic","3196.7000000000003","0.0009"
"11176","North America","Canada","Social Ads","3195.61","0.0009"
"11201","Europe","Poland","Referral","3162.48","0.0009"
"11296","Latin America","Argentina","Paid Search","3137.26","0.0009"
"10525","Europe","UK","Social Ads","3136.5099999999998","0.0009"
"10131","Europe","France","Influencer","3123.7200000000003","0.0009"
"11987","Europe","UK","Referral","3066.52","0.0009"
"11848","North America","Canada","Referral","3057.54","0.0009"
"11228","Europe","UK","Organic","3032.52","0.0009"
"10868","Europe","Poland","Email","3032.02","0.0009"
"10180","Southeast Asia","Vietnam","Social Ads","3026.48","0.0009"
"10660","Europe","France","Referral","3018.71","0.0009"
"10820","North America","Mexico","Social Ads","2998.71","0.0009"
"12871","Europe","Spain","Organic","2987.13","0.0009"
"12328","North America","Canada","Organic","2983.36","0.0009"
"12654","North America","USA","Influencer","2979.71","0.0009"
"11075","North America","Mexico","Organic","2971.83","0.0009"
"12158","Southeast Asia","Philippines","Organic","2962.44","0.0009"
"10681","Latin America","Chile","Referral","2943.4","0.0008"
"12999","North America","USA","Paid Search","2923.38","0.0008"
"11977","Southeast Asia","Indonesia","Organic","2918.27","0.0008"
"11290","Southeast Asia","Thailand","Organic","2916.2","0.0008"
"12245","Latin America","Chile","Organic","2913.17","0.0008"
"10582","Europe","Spain","Social Ads","2912.73","0.0008"
"11156","North America","Mexico","Influencer","2900.55","0.0008"
"10156","North America","Canada","Influencer","2894.9300000000003","0.0008"
"10158","Europe","Spain","Influencer","2880.88","0.0008"
"11175","Europe","Poland","Social Ads","2880.72","0.0008"
"11622","North America","Mexico","Referral","2880.66","0.0008"
"11163","Europe","Poland","Organic","2869.6099999999997","0.0008"
"10209","Latin America","Argentina","Influencer","2867.46","0.0008"
"10353","North America","USA","Influencer","2861.9900000000002","0.0008"
"12457","Europe","France","Organic","2852.44","0.0008"
"12085","Southeast Asia","Thailand","Organic","2829.87","0.0008"
"10974","Latin America","Brazil","Organic","2826.48","0.0008"
"12893","Latin America","Argentina","Influencer","2817.17","0.0008"
"12231","Europe","France","Influencer","2815.02","0.0008"
"10547","North America","USA","Influencer","2810.6800000000003","0.0008"
"11852","North America","USA","Influencer","2787.54","0.0008"
"11581","Middle East","Turkey","Paid Search","2787.51","0.0008"
"10742","North America","Mexico","Referral","2782.2400000000002","0.0008"
"12568","North America","USA","Email","2779.4","0.0008"
"11011","North America","Canada","Referral","2756.54","0.0008"
"11733","Southeast Asia","Thailand","Influencer","2730.31","0.0008"
"11352","Middle East","Saudi Arabia","Organic","2726.24","0.0008"
"10409","Southeast Asia","Vietnam","Organic","2724.29","0.0008"
"10136","Southeast Asia","Indonesia","Organic","2723.12","0.0008"
"12356","Middle East","Saudi Arabia","Organic","2711.11","0.0008"
"12401","Latin America","Brazil","Paid Search","2710.75","0.0008"
"11278","Europe","Spain","Paid Search","2689.12","0.0008"
"12547","Middle East","Turkey","Influencer","2678.2200000000003","0.0008"
"11799","Southeast Asia","Indonesia","Organic","2671.27","0.0008"
"10643","Southeast Asia","Vietnam","Paid Search","2669.54","0.0008"
"12024","North America","Mexico","Organic","2666.73","0.0008"
"12958","Europe","France","Influencer","2662.88","0.0008"
"12277","Europe","France","Email","2661.6","0.0008"
"10347","Latin America","Argentina","Email","2660.29","0.0008"
"11106","North America","Mexico","Organic","2649.18","0.0008"
"11213","North America","Mexico","Referral","2648.1","0.0008"
"11483","Europe","France","Referral","2622.64","0.0008"
"10834","Europe","Germany","Email","2612.77","0.0008"
"12857","North America","Mexico","Referral","2612.24","0.0008"
"10606","North America","Canada","Organic","2595","0.0007"
"10610","Middle East","Saudi Arabia","Referral","2590.53","0.0007"
"12039","North America","Canada","Referral","2584.7000000000003","0.0007"
"10157","Europe","France","Organic","2579.92","0.0007"
"11198","Europe","UK","Influencer","2572.59","0.0007"
"12811","North America","Mexico","Organic","2559.92","0.0007"
"12333","Southeast Asia","Philippines","Organic","2555.52","0.0007"
"11294","Latin America","Argentina","Organic","2553.86","0.0007"
"10141","Southeast Asia","Philippines","Referral","2553.46","0.0007"
"12030","North America","Canada","Influencer","2546.83","0.0007"
"10680","Latin America","Brazil","Email","2542.6299999999997","0.0007"
"10279","North America","USA","Email","2542.42","0.0007"
"10764","Europe","Spain","Email","2531.61","0.0007"
"11831","North America","Mexico","Social Ads","2525.33","0.0007"
"12043","Latin America","Brazil","Social Ads","2522.56","0.0007"
"10880","Latin America","Argentina","Influencer","2521.58","0.0007"
"11696","Latin America","Chile","Organic","2514.96","0.0007"
"12061","Latin America","Argentina","Referral","2511.23","0.0007"
"10185","Europe","Spain","Paid Search","2509.23","0.0007"
"12237","Europe","Germany","Referral","2505.8599999999997","0.0007"
"10723","North America","USA","Organic","2490.47","0.0007"
"11673","Europe","France","Influencer","2486.04","0.0007"
"11381","North America","Canada","Organic","2483.5","0.0007"
"10584","Latin America","Chile","Referral","2480.7400000000002","0.0007"
"11809","North America","USA","Organic","2476.15","0.0007"
"11324","Europe","France","Referral","2458.4700000000003","0.0007"
"12698","North America","Canada","Referral","2454.71","0.0007"
"11112","Middle East","Saudi Arabia","Email","2448.44","0.0007"
"10794","Europe","France","Organic","2448.4100000000003","0.0007"
"12428","North America","Canada","Paid Search","2443.44","0.0007"
"11931","North America","USA","Organic","2437.19","0.0007"
"11634","Latin America","Argentina","Social Ads","2432.48","0.0007"
"12187","Latin America","Argentina","Referral","2428.96","0.0007"
"10956","Southeast Asia","Indonesia","Email","2427.31","0.0007"
"10671","Europe","Poland","Paid Search","2423.89","0.0007"
"12640","Europe","France","Email","2411.44","0.0007"
"12468","Latin America","Chile","Referral","2409.32","0.0007"
"11438","Middle East","Saudi Arabia","Influencer","2408.2599999999998","0.0007"
"10326","Europe","Germany","Influencer","2403.92","0.0007"
"12250","Middle East","UAE","Organic","2398.55","0.0007"
"10229","Europe","UK","Referral","2395.63","0.0007"
"10674","North America","Canada","Organic","2392.59","0.0007"
"12115","Europe","Germany","Email","2391.23","0.0007"
"11368","North America","USA","Influencer","2379.12","0.0007"
"11986","North America","Canada","Email","2378.64","0.0007"
"10088","Europe","France","Influencer","2374.48","0.0007"
"12539","Middle East","Turkey","Referral","2359.7200000000003","0.0007"
"10188","Southeast Asia","Indonesia","Referral","2356.44","0.0007"
"10019","Europe","Poland","Organic","2351.7799999999997","0.0007"
"11815","North America","Canada","Paid Search","2343.9900000000002","0.0007"
"11626","Southeast Asia","Vietnam","Organic","2336.94","0.0007"
"12096","Middle East","Saudi Arabia","Referral","2336.66","0.0007"
"12297","Europe","Germany","Organic","2334.58","0.0007"
"11073","Middle East","Turkey","Influencer","2331.5099999999998","0.0007"
"12307","Latin America","Brazil","Influencer","2329.96","0.0007"
"12578","North America","USA","Organic","2322.27","0.0007"
"12826","Europe","France","Influencer","2316.81","0.0007"
"12289","Southeast Asia","Philippines","Organic","2315.88","0.0007"
"12529","Southeast Asia","Vietnam","Referral","2313.13","0.0007"
"12355","Latin America","Brazil","Social Ads","2307.7","0.0007"
"12174","Europe","Poland","Influencer","2306.23","0.0007"
"11419","North America","USA","Referral","2291.28","0.0007"
"12606","Latin America","Brazil","Organic","2289.68","0.0007"
"11525","Europe","Spain","Organic","2279.81","0.0007"
"12972","Latin America","Argentina","Organic","2279.42","0.0007"
"10862","Latin America","Brazil","Influencer","2273.27","0.0007"
"12693","North America","Canada","Referral","2272.63","0.0007"
"12145","Europe","Spain","Paid Search","2269.93","0.0007"
"12588","North America","Mexico","Social Ads","2266.94","0.0007"
"10337","Southeast Asia","Thailand","Organic","2265.0099999999998","0.0007"
"12487","Latin America","Argentina","Organic","2251.54","0.0006"
"12022","Europe","France","Social Ads","2249.2599999999998","0.0006"
"10933","North America","Mexico","Organic","2248.35","0.0006"
"12809","Latin America","Brazil","Influencer","2237.67","0.0006"
"12392","Middle East","UAE","Referral","2233.63","0.0006"
"10952","Southeast Asia","Vietnam","Organic","2230.9","0.0006"
"12185","Europe","Spain","Organic","2225.5299999999997","0.0006"
"10121","Latin America","Brazil","Influencer","2222.32","0.0006"
"10578","Southeast Asia","Thailand","Organic","2212.7999999999997","0.0006"
"11877","Europe","France","Organic","2209.48","0.0006"
"12862","Latin America","Argentina","Organic","2208.9500000000003","0.0006"
"12091","Southeast Asia","Vietnam","Organic","2196.47","0.0006"
"10331","Europe","Germany","Referral","2191.03","0.0006"
"11242","North America","USA","Organic","2186.73","0.0006"
"10210","Middle East","UAE","Influencer","2184.54","0.0006"
"12932","Latin America","Brazil","Influencer","2183.04","0.0006"
"11792","North America","USA","Organic","2181.4","0.0006"
"11714","North America","USA","Email","2172.38","0.0006"
"10955","Europe","Spain","Email","2171.24","0.0006"
"11331","Europe","Spain","Influencer","2160.15","0.0006"
"11603","Europe","France","Email","2160.05","0.0006"
"10165","Southeast Asia","Thailand","Email","2154.11","0.0006"
"12466","North America","Canada","Influencer","2153.11","0.0006"
"12973","Europe","Spain","Email","2152.84","0.0006"
"11358","Europe","Poland","Paid Search","2151.1","0.0006"
"12229","Southeast Asia","Philippines","Influencer","2149.11","0.0006"
"11394","Middle East","Turkey","Paid Search","2143.26","0.0006"
"12430","Europe","UK","Organic","2136.87","0.0006"
"12021","North America","Canada","Influencer","2126.15","0.0006"
"12318","North America","Canada","Influencer","2125.56","0.0006"
"12454","Europe","France","Referral","2124.04","0.0006"
"12517","North America","Canada","Referral","2118.2","0.0006"
"11991","Europe","Germany","Influencer","2106.93","0.0006"
"11345","Europe","UK","Referral","2105.42","0.0006"
"10710","Europe","UK","Organic","2097.92","0.0006"
"12092","Southeast Asia","Philippines","Organic","2096.18","0.0006"
"12998","Europe","UK","Organic","2092.83","0.0006"
"11174","Europe","France","Referral","2089.43","0.0006"
"11555","Europe","France","Organic","2088.78","0.0006"
"12832","Southeast Asia","Thailand","Organic","2085.54","0.0006"
"10806","North America","Mexico","Organic","2085.35","0.0006"
"12434","North America","Mexico","Email","2081.63","0.0006"
"12503","North America","Mexico","Paid Search","2079.1800000000003","0.0006"
"12168","Southeast Asia","Indonesia","Influencer","2075.14","0.0006"
"11890","Latin America","Argentina","Influencer","2075.02","0.0006"
"10335","North America","Canada","Organic","2074.1","0.0006"
"10475","North America","Mexico","Referral","2061.09","0.0006"
"11166","Middle East","UAE","Email","2060.23","0.0006"
"12151","North America","Mexico","Referral","2058.87","0.0006"
"11561","North America","Canada","Social Ads","2049.59","0.0006"
"11542","Europe","Spain","Influencer","2041.69","0.0006"
"11220","North America","Mexico","Email","2040.2","0.0006"
"11414","North America","USA","Organic","2040.1399999999999","0.0006"
"12429","Latin America","Argentina","Organic","2036.61","0.0006"
"11940","Europe","UK","Organic","2036.3999999999999","0.0006"
"10020","Southeast Asia","Indonesia","Organic","2033.9","0.0006"
"11953","Middle East","UAE","Social Ads","2030.6","0.0006"
"10100","North America","Mexico","Organic","2028.61","0.0006"
"12109","Europe","Poland","Organic","2028.1","0.0006"
"10385","Middle East","UAE","Influencer","2027.75","0.0006"
"11401","Middle East","UAE","Paid Search","2025.9299999999998","0.0006"
"10294","Latin America","Argentina","Email","2022.51","0.0006"
"10171","Latin America","Brazil","Organic","2012.73","0.0006"
"10893","Southeast Asia","Philippines","Referral","2010.1000000000001","0.0006"
"11788","Latin America","Brazil","Influencer","2009.71","0.0006"
"11457","Middle East","UAE","Referral","2007.99","0.0006"
"10334","North America","Mexico","Organic","2000.84","0.0006"
"11197","North America","Mexico","Influencer","2000.15","0.0006"
"11546","Middle East","UAE","Referral","1999.74","0.0006"
"11188","Europe","France","Referral","1999.52","0.0006"
"10455","North America","Mexico","Influencer","1998.36","0.0006"
"12170","North America","Canada","Email","1993.4","0.0006"
"10346","Latin America","Argentina","Influencer","1986.36","0.0006"
"12721","North America","Canada","Organic","1983.74","0.0006"
"10047","Europe","Poland","Organic","1981.6499999999999","0.0006"
"11095","Latin America","Brazil","Referral","1978.34","0.0006"
"12729","North America","Mexico","Organic","1977.6200000000001","0.0006"
"10684","Europe","France","Referral","1975.1000000000001","0.0006"
"12732","Latin America","Chile","Paid Search","1972.94","0.0006"
"11257","North America","Canada","Referral","1971.3","0.0006"
"11864","Latin America","Brazil","Referral","1961.26","0.0006"
"10961","Europe","UK","Organic","1959.1899999999998","0.0006"
"11284","North America","Canada","Organic","1958.97","0.0006"
"10835","Latin America","Brazil","Organic","1957.95","0.0006"
"11074","Europe","France","Organic","1952.6299999999999","0.0006"
"11854","Latin America","Argentina","Referral","1946.99","0.0006"
"12861","Latin America","Argentina","Organic","1946.36","0.0006"
"10492","North America","Canada","Referral","1938.75","0.0006"
"11841","Middle East","Saudi Arabia","Influencer","1937.51","0.0006"
"10811","Latin America","Argentina","Organic","1935.77","0.0006"
"10448","North America","Canada","Social Ads","1935.37","0.0006"
"11036","Southeast Asia","Thailand","Social Ads","1930.22","0.0006"
"10199","Europe","UK","Email","1929.3899999999999","0.0006"
"10145","Latin America","Chile","Social Ads","1924.8","0.0006"
"11269","Europe","Poland","Email","1923.64","0.0006"
"12345","North America","Mexico","Influencer","1914.85","0.0006"
"11190","Middle East","Turkey","Referral","1914.34","0.0006"
"10640","Europe","France","Organic","1913.59","0.0006"
"12748","Middle East","UAE","Social Ads","1913.22","0.0006"
"10668","North America","USA","Referral","1907.93","0.0005"
"11648","Southeast Asia","Philippines","Influencer","1907.45","0.0005"
"12962","North America","USA","Referral","1905.3600000000001","0.0005"
"11014","Europe","Germany","Email","1903.6299999999999","0.0005"
"11723","Latin America","Chile","Referral","1903.04","0.0005"
"11593","North America","USA","Influencer","1900.54","0.0005"
"12561","Middle East","Turkey","Organic","1899.1799999999998","0.0005"
"11564","North America","Mexico","Influencer","1895.65","0.0005"
"11150","Europe","UK","Influencer","1895.3","0.0005"
"10348","Europe","Germany","Organic","1890.69","0.0005"
"11340","North America","Mexico","Influencer","1888.39","0.0005"
"12002","Latin America","Argentina","Email","1887.7700000000002","0.0005"
"10613","Middle East","Turkey","Referral","1886.02","0.0005"
"12436","North America","Canada","Organic","1880.24","0.0005"
"11454","Southeast Asia","Thailand","Email","1877.39","0.0005"
"11873","Southeast Asia","Vietnam","Referral","1875.29","0.0005"
"12511","Middle East","Saudi Arabia","Organic","1875.07","0.0005"
"11195","Middle East","Saudi Arabia","Social Ads","1872.79","0.0005"
"12037","Middle East","Saudi Arabia","Influencer","1871.89","0.0005"
"12581","Southeast Asia","Vietnam","Organic","1865.74","0.0005"
"11418","North America","Mexico","Influencer","1861.24","0.0005"
"10462","Europe","Poland","Social Ads","1859.43","0.0005"
"10106","Europe","Germany","Organic","1854.5700000000002","0.0005"
"12309","Southeast Asia","Thailand","Email","1854.0900000000001","0.0005"
"12253","North America","Mexico","Organic","1853.87","0.0005"
"11291","Southeast Asia","Vietnam","Organic","1848.49","0.0005"
"11774","Europe","UK","Referral","1842.53","0.0005"
"12046","Europe","Spain","Organic","1842.26","0.0005"
"12344","North America","USA","Paid Search","1842.13","0.0005"
"10302","Europe","Germany","Organic","1841.94","0.0005"
"11390","North America","Canada","Organic","1841.85","0.0005"
"10240","North America","USA","Organic","1836.03","0.0005"
"12287","Southeast Asia","Philippines","Organic","1832.06","0.0005"
"12833","North America","Canada","Referral","1826.8799999999999","0.0005"
"12556","Europe","Spain","Social Ads","1825.64","0.0005"
"10804","Southeast Asia","Thailand","Organic","1822.45","0.0005"
"10060","North America","Mexico","Organic","1822.3600000000001","0.0005"
"12852","Latin America","Chile","Influencer","1822.05","0.0005"
"12943","North America","USA","Paid Search","1821.77","0.0005"
"11342","Southeast Asia","Indonesia","Influencer","1816.0800000000002","0.0005"
"10038","Middle East","Saudi Arabia","Organic","1809.68","0.0005"
"10818","North America","Canada","Referral","1808.27","0.0005"
"11939","Latin America","Brazil","Email","1807.39","0.0005"
"10069","Europe","Spain","Influencer","1806.3799999999999","0.0005"
"11043","Europe","France","Organic","1805.6","0.0005"
"11906","Middle East","UAE","Influencer","1803","0.0005"
"11503","Europe","Spain","Social Ads","1800.53","0.0005"
"11396","Latin America","Chile","Organic","1798.42","0.0005"
"11907","Europe","Spain","Organic","1795.47","0.0005"
"11504","Europe","Poland","Email","1793.99","0.0005"
"12769","North America","Canada","Email","1793.84","0.0005"
"11691","Middle East","Saudi Arabia","Paid Search","1789.6799999999998","0.0005"
"12783","North America","USA","Social Ads","1786.79","0.0005"
"11889","North America","USA","Organic","1781.35","0.0005"
"10013","Southeast Asia","Thailand","Email","1779.94","0.0005"
"11829","Latin America","Chile","Organic","1777.55","0.0005"
"12225","Europe","UK","Organic","1777.32","0.0005"
"10562","Middle East","UAE","Organic","1764.1","0.0005"
"10436","Europe","Spain","Organic","1763.5600000000002","0.0005"
"10930","Southeast Asia","Indonesia","Influencer","1763.1399999999999","0.0005"
"12267","Middle East","Saudi Arabia","Email","1761.4099999999999","0.0005"
"11720","North America","Canada","Referral","1760.6499999999999","0.0005"
"10119","Latin America","Argentina","Organic","1759.0800000000002","0.0005"
"11462","North America","Canada","Organic","1758.58","0.0005"
"12891","Europe","UK","Organic","1757.1","0.0005"
"12633","Latin America","Argentina","Organic","1756.54","0.0005"
"12230","Southeast Asia","Thailand","Referral","1755.89","0.0005"
"11469","Latin America","Chile","Influencer","1752.71","0.0005"
"10522","Southeast Asia","Indonesia","Influencer","1752.44","0.0005"
"10081","Latin America","Chile","Social Ads","1750.65","0.0005"
"10354","North America","Canada","Influencer","1748.75","0.0005"
"12316","North America","Canada","Referral","1745.06","0.0005"
"10151","Middle East","UAE","Social Ads","1744.04","0.0005"
"12396","Latin America","Brazil","Organic","1741.49","0.0005"
"11655","North America","USA","Referral","1741.41","0.0005"
"12950","North America","Canada","Referral","1740.95","0.0005"
"11097","Latin America","Brazil","Influencer","1734.97","0.0005"
