"customer_id","region","acquisition_chan","total_spent","orders_count"
"11468","Southeast Asia","Organic","6862.97","22"
"11522","North America","Influencer","6780.65","15"
"10442","Europe","Organic","6749.55","20"
"10530","Europe","Social Ads","6704.3099999999995","15"
"10977","Middle East","Paid Search","6696.849999999999","11"
"12340","Southeast Asia","Organic","6595.57","15"
"10814","Southeast Asia","Paid Search","6535.9400000000005","16"
"12626","Europe","Email","6535.71","11"
"11024","Middle East","Paid Search","6502.2300000000005","9"
"12089","Europe","Paid Search","6486.81","9"
"10601","North America","Organic","6473.6","13"
"12029","Europe","Social Ads","6446.04","12"
"11320","Southeast Asia","Referral","6375.89","13"
"10946","Southeast Asia","Paid Search","6337.61","10"
"11756","North America","Social Ads","6322.59","14"
"11080","Latin America","Influencer","6250.63","10"
"12953","North America","Paid Search","6142.67","11"
"11997","Europe","Social Ads","6126.65","8"
"10943","Southeast Asia","Social Ads","6089.05","12"
"11412","North America","Email","5849.21","9"
"11737","Europe","Social Ads","5696.5199999999995","12"
"11200","North America","Organic","5637.55","7"
"11022","Europe","Paid Search","5585.63","12"
"10572","Southeast Asia","Organic","5581.32","10"
"11087","Latin America","Email","5569.53","11"
"12664","North America","Referral","5501.46","13"
"10067","Europe","Referral","5492.36","11"
"12558","North America","Influencer","5469.79","7"
"12447","North America","Paid Search","5376.42","11"
"12018","Latin America","Organic","5309.7","10"
"10206","Southeast Asia","Social Ads","5288.88","11"
"11219","North America","Email","5253.92","10"
"11300","North America","Influencer","5224.9400000000005","12"
"10324","Latin America","Organic","5203.87","11"
"11610","Europe","Organic","5181.34","9"
"10658","Latin America","Paid Search","5175.18","6"
"12681","Europe","Referral","5131.09","11"
"10066","North America","Email","5085.04","11"
"11341","Southeast Asia","Paid Search","5067.5199999999995","7"
"12916","North America","Paid Search","5058.22","7"
"10509","Latin America","Social Ads","5033.36","9"
"11999","North America","Paid Search","4988.01","12"
"11121","Southeast Asia","Social Ads","4909.11","12"
"12400","North America","Organic","4759.83","12"
"10398","Europe","Email","4759.69","8"
"12134","Southeast Asia","Influencer","4757.93","11"
"12731","North America","Social Ads","4750.2","9"
"12015","Southeast Asia","Influencer","4729.75","7"
"12306","Southeast Asia","Influencer","4514.65","11"
"11160","North America","Referral","4495.59","8"
"11279","North America","Influencer","4492.860000000001","10"
"10748","Europe","Paid Search","4479.71","7"
"11015","Europe","Social Ads","4455.16","8"
"11037","Europe","Influencer","4377.51","6"
"11770","Middle East","Influencer","4345.8","6"
"11321","Europe","Email","4331.42","5"
"10587","Latin America","Paid Search","4304.84","7"
"12939","Latin America","Referral","4274.0599999999995","5"
"11494","Europe","Social Ads","4267.83","7"
"10001","Middle East","Referral","4219.33","8"
"11933","Southeast Asia","Referral","4161.07","10"
"10888","Middle East","Paid Search","4150.47","3"
"11119","Latin America","Social Ads","4139.3099999999995","10"
"11353","North America","Influencer","4078.42","10"
"12975","Europe","Influencer","4058.7200000000003","10"
"12656","Latin America","Paid Search","4036.01","10"
"11192","Europe","Influencer","4028.48","8"
"11020","North America","Influencer","3970.54","10"
"11000","North America","Organic","3897.13","6"
"11926","Latin America","Referral","3869.89","6"
"10056","Latin America","Email","3856.03","10"
"10816","Latin America","Organic","3853.7799999999997","9"
"11143","Southeast Asia","Organic","3834.11","12"
"11803","Europe","Influencer","3812.21","10"
"11411","Europe","Influencer","3796.21","10"
"12929","North America","Email","3775.81","6"
"11115","Europe","Email","3766.1","10"
"10406","Southeast Asia","Social Ads","3721.55","7"
"10604","Europe","Organic","3678.69","9"
"12381","North America","Email","3676.01","7"
"12144","Southeast Asia","Social Ads","3658.4700000000003","7"
"10164","Europe","Influencer","3658.23","7"
"10607","Europe","Organic","3628.71","8"
"12749","Middle East","Referral","3587.02","5"
"11580","Europe","Influencer","3518.66","10"
"12060","Southeast Asia","Organic","3475.0600000000004","5"
"11587","North America","Paid Search","3467.71","5"
"11501","Europe","Organic","3452.5","6"
"12086","North America","Paid Search","3439.5","11"
"11674","North America","Influencer","3434.38","14"
"12449","Middle East","Social Ads","3429.04","9"
"12782","Latin America","Organic","3414.54","8"
"12265","North America","Influencer","3388.17","11"
"10654","North America","Organic","3372.64","7"
"10168","Europe","Organic","3306.91","7"
"12785","Europe","Organic","3304.02","11"
"12913","Europe","Referral","3293.43","7"
"12925","North America","Social Ads","3272.31","7"
"10689","North America","Organic","3270.7200000000003","7"
"11132","Europe","Influencer","3267.98","9"
"12836","Southeast Asia","Organic","3255.04","10"
"10055","Latin America","Social Ads","3252.8999999999996","4"
"11392","North America","Influencer","3251.6","13"
"12687","Southeast Asia","Social Ads","3249.9","9"
"12097","Europe","Organic","3237.16","9"
"12889","North America","Paid Search","3232.96","5"
"10350","Middle East","Paid Search","3205.02","9"
"11962","North America","Organic","3196.7000000000003","10"
"11176","North America","Social Ads","3195.61","8"
"11201","Europe","Referral","3162.48","5"
"11296","Latin America","Paid Search","3137.26","4"
"10525","Europe","Social Ads","3136.5099999999998","6"
"10131","Europe","Influencer","3123.7200000000003","7"
"11987","Europe","Referral","3066.52","11"
"11848","North America","Referral","3057.54","11"
"11228","Europe","Organic","3032.52","7"
"10868","Europe","Email","3032.02","9"
"10180","Southeast Asia","Social Ads","3026.48","5"
"10660","Europe","Referral","3018.71","5"
"10820","North America","Social Ads","2998.71","8"
"12871","Europe","Organic","2987.13","10"
"12328","North America","Organic","2983.36","7"
"12654","North America","Influencer","2979.71","4"
"11075","North America","Organic","2971.83","2"
"12158","Southeast Asia","Organic","2962.44","10"
"10681","Latin America","Referral","2943.4","10"
"12999","North America","Paid Search","2923.38","8"
"11977","Southeast Asia","Organic","2918.27","7"
"11290","Southeast Asia","Organic","2916.2","5"
"12245","Latin America","Organic","2913.17","6"
"10582","Europe","Social Ads","2912.73","8"
"11156","North America","Influencer","2900.55","13"
"10156","North America","Influencer","2894.9300000000003","10"
"10158","Europe","Influencer","2880.88","7"
"11175","Europe","Social Ads","2880.72","7"
"11622","North America","Referral","2880.66","5"
"11163","Europe","Organic","2869.6099999999997","8"
"10209","Latin America","Influencer","2867.46","7"
"10353","North America","Influencer","2861.9900000000002","8"
"12457","Europe","Organic","2852.44","7"
"12085","Southeast Asia","Organic","2829.87","7"
"10974","Latin America","Organic","2826.48","7"
"12893","Latin America","Influencer","2817.17","9"
"12231","Europe","Influencer","2815.02","8"
"10547","North America","Influencer","2810.6800000000003","6"
"11852","North America","Influencer","2787.54","7"
"11581","Middle East","Paid Search","2787.51","4"
"10742","North America","Referral","2782.2400000000002","7"
"12568","North America","Email","2779.4","6"
"11011","North America","Referral","2756.54","9"
"11733","Southeast Asia","Influencer","2730.31","7"
"11352","Middle East","Organic","2726.24","4"
"10409","Southeast Asia","Organic","2724.29","5"
"10136","Southeast Asia","Organic","2723.12","8"
"12356","Middle East","Organic","2711.11","6"
"12401","Latin America","Paid Search","2710.75","6"
"11278","Europe","Paid Search","2689.12","4"
"12547","Middle East","Influencer","2678.2200000000003","7"
"11799","Southeast Asia","Organic","2671.27","6"
"10643","Southeast Asia","Paid Search","2669.54","3"
"12024","North America","Organic","2666.73","4"
"12958","Europe","Influencer","2662.88","4"
"12277","Europe","Email","2661.6","7"
"10347","Latin America","Email","2660.29","8"
"11106","North America","Organic","2649.18","7"
"11213","North America","Referral","2648.1","5"
"11483","Europe","Referral","2622.64","8"
"10834","Europe","Email","2612.77","4"
"12857","North America","Referral","2612.24","5"
"10606","North America","Organic","2595","2"
"10610","Middle East","Referral","2590.53","4"
"12039","North America","Referral","2584.7000000000003","5"
"10157","Europe","Organic","2579.92","8"
"11198","Europe","Influencer","2572.59","5"
"12811","North America","Organic","2559.92","6"
"12333","Southeast Asia","Organic","2555.52","7"
"11294","Latin America","Organic","2553.86","7"
"10141","Southeast Asia","Referral","2553.46","6"
"12030","North America","Influencer","2546.83","5"
"10680","Latin America","Email","2542.6299999999997","8"
"10279","North America","Email","2542.42","5"
"10764","Europe","Email","2531.61","5"
"11831","North America","Social Ads","2525.33","6"
"12043","Latin America","Social Ads","2522.56","4"
"10880","Latin America","Influencer","2521.58","7"
"11696","Latin America","Organic","2514.96","6"
"12061","Latin America","Referral","2511.23","9"
"10185","Europe","Paid Search","2509.23","3"
"12237","Europe","Referral","2505.8599999999997","5"
"10723","North America","Organic","2490.47","4"
"11673","Europe","Influencer","2486.04","4"
"11381","North America","Organic","2483.5","4"
"10584","Latin America","Referral","2480.7400000000002","6"
"11809","North America","Organic","2476.15","4"
"11324","Europe","Referral","2458.4700000000003","7"
"12698","North America","Referral","2454.71","6"
"11112","Middle East","Email","2448.44","5"
"10794","Europe","Organic","2448.4100000000003","4"
"12428","North America","Paid Search","2443.44","4"
"11931","North America","Organic","2437.19","10"
"11634","Latin America","Social Ads","2432.48","4"
"12187","Latin America","Referral","2428.96","6"
"10956","Southeast Asia","Email","2427.31","10"
"10671","Europe","Paid Search","2423.89","5"
"12640","Europe","Email","2411.44","5"
"12468","Latin America","Referral","2409.32","6"
"11438","Middle East","Influencer","2408.2599999999998","5"
"10326","Europe","Influencer","2403.92","10"
"12250","Middle East","Organic","2398.55","12"
"10229","Europe","Referral","2395.63","6"
"10674","North America","Organic","2392.59","10"
"12115","Europe","Email","2391.23","6"
"11368","North America","Influencer","2379.12","8"
"11986","North America","Email","2378.64","5"
"10088","Europe","Influencer","2374.48","6"
"12539","Middle East","Referral","2359.7200000000003","7"
"10188","Southeast Asia","Referral","2356.44","7"
"10019","Europe","Organic","2351.7799999999997","9"
"11815","North America","Paid Search","2343.9900000000002","4"
"11626","Southeast Asia","Organic","2336.94","8"
"12096","Middle East","Referral","2336.66","5"
"12297","Europe","Organic","2334.58","6"
"11073","Middle East","Influencer","2331.5099999999998","11"
"12307","Latin America","Influencer","2329.96","5"
"12578","North America","Organic","2322.27","5"
"12826","Europe","Influencer","2316.81","10"
"12289","Southeast Asia","Organic","2315.88","7"
"12529","Southeast Asia","Referral","2313.13","4"
"12355","Latin America","Social Ads","2307.7","4"
"12174","Europe","Influencer","2306.23","8"
"11419","North America","Referral","2291.28","8"
"12606","Latin America","Organic","2289.68","9"
"11525","Europe","Organic","2279.81","7"
"12972","Latin America","Organic","2279.42","5"
"10862","Latin America","Influencer","2273.27","8"
"12693","North America","Referral","2272.63","10"
"12145","Europe","Paid Search","2269.93","4"
"12588","North America","Social Ads","2266.94","6"
"10337","Southeast Asia","Organic","2265.0099999999998","6"
"12487","Latin America","Organic","2251.54","6"
"12022","Europe","Social Ads","2249.2599999999998","6"
"10933","North America","Organic","2248.35","5"
"12809","Latin America","Influencer","2237.67","6"
"12392","Middle East","Referral","2233.63","7"
"10952","Southeast Asia","Organic","2230.9","4"
"12185","Europe","Organic","2225.5299999999997","6"
"10121","Latin America","Influencer","2222.32","15"
"10578","Southeast Asia","Organic","2212.7999999999997","7"
"11877","Europe","Organic","2209.48","3"
"12862","Latin America","Organic","2208.9500000000003","3"
"12091","Southeast Asia","Organic","2196.47","6"
"10331","Europe","Referral","2191.03","6"
"11242","North America","Organic","2186.73","7"
"10210","Middle East","Influencer","2184.54","4"
"12932","Latin America","Influencer","2183.04","4"
"11792","North America","Organic","2181.4","7"
"11714","North America","Email","2172.38","6"
"10955","Europe","Email","2171.24","8"
"11331","Europe","Influencer","2160.15","4"
"11603","Europe","Email","2160.05","2"
"10165","Southeast Asia","Email","2154.11","3"
"12466","North America","Influencer","2153.11","4"
"12973","Europe","Email","2152.84","4"
"11358","Europe","Paid Search","2151.1","6"
"12229","Southeast Asia","Influencer","2149.11","4"
"11394","Middle East","Paid Search","2143.26","2"
"12430","Europe","Organic","2136.87","6"
"12021","North America","Influencer","2126.15","9"
"12318","North America","Influencer","2125.56","7"
"12454","Europe","Referral","2124.04","6"
"12517","North America","Referral","2118.2","9"
"11991","Europe","Influencer","2106.93","10"
"11345","Europe","Referral","2105.42","6"
"10710","Europe","Organic","2097.92","8"
"12092","Southeast Asia","Organic","2096.18","10"
"12998","Europe","Organic","2092.83","9"
"11174","Europe","Referral","2089.43","11"
"11555","Europe","Organic","2088.78","8"
"12832","Southeast Asia","Organic","2085.54","6"
"10806","North America","Organic","2085.35","4"
"12434","North America","Email","2081.63","5"
"12503","North America","Paid Search","2079.1800000000003","5"
"12168","Southeast Asia","Influencer","2075.14","8"
"11890","Latin America","Influencer","2075.02","5"
"10335","North America","Organic","2074.1","5"
"10475","North America","Referral","2061.09","2"
"11166","Middle East","Email","2060.23","2"
"12151","North America","Referral","2058.87","5"
"11561","North America","Social Ads","2049.59","4"
"11542","Europe","Influencer","2041.69","4"
"11220","North America","Email","2040.2","2"
"11414","North America","Organic","2040.1399999999999","7"
"12429","Latin America","Organic","2036.61","7"
"11940","Europe","Organic","2036.3999999999999","6"
"10020","Southeast Asia","Organic","2033.9","3"
"11953","Middle East","Social Ads","2030.6","5"
"10100","North America","Organic","2028.61","8"
"12109","Europe","Organic","2028.1","3"
"10385","Middle East","Influencer","2027.75","12"
"11401","Middle East","Paid Search","2025.9299999999998","4"
"10294","Latin America","Email","2022.51","3"
"10171","Latin America","Organic","2012.73","7"
"10893","Southeast Asia","Referral","2010.1000000000001","9"
"11788","Latin America","Influencer","2009.71","6"
"11457","Middle East","Referral","2007.99","7"
"10334","North America","Organic","2000.84","6"
"11197","North America","Influencer","2000.15","6"
"11546","Middle East","Referral","1999.74","2"
"11188","Europe","Referral","1999.52","8"
"10455","North America","Influencer","1998.36","9"
"12170","North America","Email","1993.4","4"
"10346","Latin America","Influencer","1986.36","9"
"12721","North America","Organic","1983.74","5"
"10047","Europe","Organic","1981.6499999999999","10"
"11095","Latin America","Referral","1978.34","6"
"12729","North America","Organic","1977.6200000000001","7"
"10684","Europe","Referral","1975.1000000000001","6"
"12732","Latin America","Paid Search","1972.94","5"
"11257","North America","Referral","1971.3","8"
"11864","Latin America","Referral","1961.26","5"
"10961","Europe","Organic","1959.1899999999998","4"
"11284","North America","Organic","1958.97","4"
"10835","Latin America","Organic","1957.95","7"
"11074","Europe","Organic","1952.6299999999999","5"
"11854","Latin America","Referral","1946.99","3"
"12861","Latin America","Organic","1946.36","5"
"10492","North America","Referral","1938.75","7"
"11841","Middle East","Influencer","1937.51","11"
"10811","Latin America","Organic","1935.77","3"
"10448","North America","Social Ads","1935.37","5"
"11036","Southeast Asia","Social Ads","1930.22","5"
"10199","Europe","Email","1929.3899999999999","5"
"10145","Latin America","Social Ads","1924.8","4"
"11269","Europe","Email","1923.64","7"
"12345","North America","Influencer","1914.85","11"
"11190","Middle East","Referral","1914.34","9"
"10640","Europe","Organic","1913.59","10"
"12748","Middle East","Social Ads","1913.22","6"
"10668","North America","Referral","1907.93","5"
"11648","Southeast Asia","Influencer","1907.45","9"
"12962","North America","Referral","1905.3600000000001","5"
"11014","Europe","Email","1903.6299999999999","7"
"11723","Latin America","Referral","1903.04","6"
"11593","North America","Influencer","1900.54","9"
"12561","Middle East","Organic","1899.1799999999998","4"
"11564","North America","Influencer","1895.65","5"
"11150","Europe","Influencer","1895.3","9"
"10348","Europe","Organic","1890.69","6"
"11340","North America","Influencer","1888.39","8"
"12002","Latin America","Email","1887.7700000000002","6"
"10613","Middle East","Referral","1886.02","2"
"12436","North America","Organic","1880.24","6"
"11454","Southeast Asia","Email","1877.39","5"
"11873","Southeast Asia","Referral","1875.29","2"
"12511","Middle East","Organic","1875.07","4"
"11195","Middle East","Social Ads","1872.79","3"
"12037","Middle East","Influencer","1871.89","5"
"12581","Southeast Asia","Organic","1865.74","6"
"11418","North America","Influencer","1861.24","8"
"10462","Europe","Social Ads","1859.43","3"
"10106","Europe","Organic","1854.5700000000002","6"
"12309","Southeast Asia","Email","1854.0900000000001","3"
"12253","North America","Organic","1853.87","5"
"11291","Southeast Asia","Organic","1848.49","5"
"11774","Europe","Referral","1842.53","6"
"12046","Europe","Organic","1842.26","5"
"12344","North America","Paid Search","1842.13","2"
"10302","Europe","Organic","1841.94","6"
"11390","North America","Organic","1841.85","5"
"10240","North America","Organic","1836.03","6"
"12287","Southeast Asia","Organic","1832.06","8"
"12833","North America","Referral","1826.8799999999999","7"
"12556","Europe","Social Ads","1825.64","6"
"10804","Southeast Asia","Organic","1822.45","6"
"10060","North America","Organic","1822.3600000000001","7"
"12852","Latin America","Influencer","1822.05","5"
"12943","North America","Paid Search","1821.77","4"
"11342","Southeast Asia","Influencer","1816.0800000000002","6"
"10038","Middle East","Organic","1809.68","3"
"10818","North America","Referral","1808.27","6"
"11939","Latin America","Email","1807.39","4"
"10069","Europe","Influencer","1806.3799999999999","7"
"11043","Europe","Organic","1805.6","4"
"11906","Middle East","Influencer","1803","10"
"11503","Europe","Social Ads","1800.53","5"
"11396","Latin America","Organic","1798.42","3"
"11907","Europe","Organic","1795.47","5"
"11504","Europe","Email","1793.99","5"
"12769","North America","Email","1793.84","6"
"11691","Middle East","Paid Search","1789.6799999999998","6"
"12783","North America","Social Ads","1786.79","3"
"11889","North America","Organic","1781.35","3"
"10013","Southeast Asia","Email","1779.94","4"
"11829","Latin America","Organic","1777.55","6"
"12225","Europe","Organic","1777.32","3"
"10562","Middle East","Organic","1764.1","7"
"10436","Europe","Organic","1763.5600000000002","4"
"10930","Southeast Asia","Influencer","1763.1399999999999","5"
"12267","Middle East","Email","1761.4099999999999","7"
"11720","North America","Referral","1760.6499999999999","6"
"10119","Latin America","Organic","1759.0800000000002","3"
"11462","North America","Organic","1758.58","9"
"12891","Europe","Organic","1757.1","5"
"12633","Latin America","Organic","1756.54","7"
"12230","Southeast Asia","Referral","1755.89","8"
"11469","Latin America","Influencer","1752.71","7"
"10522","Southeast Asia","Influencer","1752.44","9"
"10081","Latin America","Social Ads","1750.65","4"
"10354","North America","Influencer","1748.75","5"
"12316","North America","Referral","1745.06","2"
"10151","Middle East","Social Ads","1744.04","6"
"12396","Latin America","Organic","1741.49","4"
"11655","North America","Referral","1741.41","8"
"12950","North America","Referral","1740.95","4"
"11097","Latin America","Influencer","1734.97","7"
"11050","North America","Organic","1733.29","10"
"12106","North America","Email","1732.8600000000001","3"
"11914","Middle East","Email","1728.75","5"
"10991","Middle East","Organic","1727.98","3"
"12222","Latin America","Influencer","1720.72","8"
"12438","Southeast Asia","Influencer","1719.41","10"
"12129","Southeast Asia","Referral","1719.35","6"
"12790","Latin America","Social Ads","1717.96","5"
"12262","Southeast Asia","Social Ads","1715.17","5"
"11102","North America","Referral","1713.68","6"
"11716","Latin America","Organic","1713.26","4"
"10719","Latin America","Organic","1711.78","6"
"12384","Latin America","Email","1709.45","9"
"10224","Southeast Asia","Organic","1698.56","6"
"11893","Europe","Organic","1697.5","6"
"12582","Middle East","Referral","1692.39","6"
"12593","Southeast Asia","Social Ads","1691.27","3"
"11998","Southeast Asia","Referral","1689.81","3"
"12017","North America","Influencer","1689.33","4"
"12740","Southeast Asia","Referral","1689.32","8"
"11722","North America","Organic","1686.95","5"
"10092","Middle East","Influencer","1686.62","4"
"12914","North America","Social Ads","1685.46","4"
"10187","Latin America","Influencer","1685.33","8"
"11158","Europe","Email","1684.8899999999999","4"
"10996","Southeast Asia","Paid Search","1682.71","4"
"12911","Europe","Influencer","1680.9099999999999","8"
"12569","North America","Organic","1677.93","8"
"10980","Middle East","Organic","1675.7","4"
"12423","Southeast Asia","Influencer","1671.2199999999998","2"
"10258","Southeast Asia","Email","1670.8","6"
"10265","Southeast Asia","Influencer","1664.82","5"
"10928","Southeast Asia","Influencer","1662.06","6"
"11583","Europe","Organic","1660.74","7"
"10137","North America","Referral","1660.24","8"
"12750","North America","Organic","1659.71","5"
"12827","North America","Referral","1658.97","6"
"10734","Latin America","Paid Search","1655.46","4"
"11027","Europe","Email","1652.1299999999999","2"
"11062","Europe","Referral","1650.48","7"
"11261","Latin America","Influencer","1646.52","4"
"10234","North America","Influencer","1644.14","8"
"11550","Europe","Organic","1643.94","8"
"11651","North America","Paid Search","1643.54","3"
"10404","Europe","Social Ads","1643.28","5"
"11575","Latin America","Paid Search","1643.09","3"
"10642","North America","Referral","1642.05","2"
"12671","Middle East","Social Ads","1641.22","3"
"11951","Middle East","Social Ads","1640.18","5"
"12737","Southeast Asia","Social Ads","1635.59","1"
"11407","Middle East","Referral","1634.7","4"
"11276","North America","Influencer","1634.52","7"
"10841","Southeast Asia","Email","1633.41","7"
"11898","Middle East","Email","1632.27","4"
"12986","North America","Email","1632.2","6"
"12380","Middle East","Organic","1631.54","5"
"10011","North America","Referral","1631.53","8"
"12831","Southeast Asia","Social Ads","1630.5600000000002","2"
"11708","North America","Social Ads","1628.44","3"
"12379","Europe","Organic","1627.85","5"
"11003","Europe","Organic","1625.1","2"
"11511","Middle East","Referral","1624.51","6"
"10889","Latin America","Referral","1623.68","7"
"10501","North America","Influencer","1623.48","7"
"11171","North America","Influencer","1622.45","5"
"12706","Latin America","Social Ads","1622.07","7"
"10906","Middle East","Email","1618.32","6"
"11980","North America","Organic","1616.64","4"
"10707","Middle East","Organic","1616.32","5"
"11894","Europe","Email","1607.6499999999999","5"
"11268","Southeast Asia","Email","1606.1399999999999","2"
"12966","Europe","Email","1603.75","3"
"12201","Latin America","Paid Search","1601.79","3"
"11148","Middle East","Social Ads","1598.14","2"
"10776","Latin America","Paid Search","1593.69","2"
"11573","Southeast Asia","Organic","1583.48","4"
"10537","North America","Influencer","1582.95","2"
"10503","Southeast Asia","Social Ads","1581.8700000000001","6"
"11875","North America","Referral","1581.56","4"
"10819","North America","Email","1579.05","8"
"11642","North America","Email","1577.84","1"
"11338","Middle East","Influencer","1576.75","7"
"12408","North America","Referral","1576.27","7"
"10550","North America","Referral","1575.42","8"
"12548","Middle East","Social Ads","1572.9399999999998","4"
"10746","Southeast Asia","Paid Search","1572.52","3"
"11783","Europe","Email","1571.95","4"
"12354","North America","Influencer","1570.69","7"
"11853","Europe","Email","1570.64","4"
"10289","Latin America","Organic","1567.46","4"
"12458","North America","Influencer","1561.9","8"
"11189","Europe","Referral","1555.3","4"
"12885","Europe","Influencer","1554.8799999999999","7"
"10758","North America","Organic","1553.83","3"
"12759","North America","Paid Search","1552.96","5"
"10626","Southeast Asia","Organic","1551.41","5"
"12709","Latin America","Social Ads","1548.5700000000002","3"
"10788","Latin America","Email","1543.98","3"
"12598","North America","Email","1542.14","3"
"12483","North America","Organic","1541.87","2"
"12163","North America","Social Ads","1541.57","4"
"12439","Southeast Asia","Paid Search","1537.47","3"
"11016","Southeast Asia","Social Ads","1537.31","4"
"11441","Europe","Social Ads","1533.96","5"
"12394","North America","Organic","1529.44","5"
"10082","Southeast Asia","Influencer","1528.5800000000002","7"
"11602","North America","Email","1528.5700000000002","12"
"11804","North America","Organic","1526.78","3"
"12575","Southeast Asia","Referral","1526.26","8"
"12611","Middle East","Influencer","1522.9","11"
"11089","North America","Referral","1521.79","9"
"12565","Europe","Organic","1520.94","6"
"11574","Europe","Organic","1519.72","4"
"11842","Latin America","Organic","1519.36","7"
"10850","Europe","Influencer","1518.9","5"
"10712","Europe","Influencer","1518.86","6"
"10380","Southeast Asia","Referral","1518.6399999999999","3"
"11592","North America","Paid Search","1518.3400000000001","2"
"12249","Europe","Organic","1518.03","9"
"11769","Europe","Organic","1516.35","5"
"12786","Europe","Influencer","1515.1699999999998","5"
"11404","Southeast Asia","Organic","1514.86","4"
"11927","Middle East","Influencer","1512.44","7"
"12543","Southeast Asia","Influencer","1505.99","8"
"12074","North America","Social Ads","1505.6399999999999","3"
"12735","Middle East","Influencer","1502.3200000000002","4"
"12924","North America","Paid Search","1501.21","2"
"10111","North America","Organic","1500.6100000000001","7"
"12133","North America","Email","1499.7","5"
"10772","Europe","Influencer","1498.45","11"
"10824","Europe","Referral","1494.72","7"
"10856","North America","Social Ads","1493.3700000000001","5"
"10762","Middle East","Influencer","1493.25","7"
"11339","Southeast Asia","Referral","1493.14","4"
"11633","Southeast Asia","Social Ads","1493.06","1"
"12150","Southeast Asia","Paid Search","1492.0500000000002","4"
"11760","North America","Organic","1489.29","7"
"11649","Latin America","Influencer","1488.05","7"
"11850","Latin America","Email","1484.26","6"
"12538","North America","Influencer","1481.77","9"
"10357","Southeast Asia","Paid Search","1481.05","4"
"10230","North America","Social Ads","1479.52","4"
"11063","Middle East","Referral","1479.44","6"
"11920","Latin America","Email","1475.85","7"
"10316","Southeast Asia","Email","1473.46","2"
"12756","Southeast Asia","Influencer","1469.97","4"
"11509","Southeast Asia","Organic","1469.86","7"
"10182","Southeast Asia","Organic","1467.34","8"
"10833","North America","Organic","1467.29","2"
"11767","North America","Influencer","1464.72","7"
"12451","North America","Email","1463.4299999999998","7"
"11323","North America","Organic","1462.6","6"
"10656","Southeast Asia","Organic","1458.6299999999999","4"
"11570","North America","Organic","1455.36","7"
"10259","Europe","Influencer","1453.51","8"
"11701","Middle East","Influencer","1451.5","4"
"11514","North America","Referral","1451.31","11"
"10467","Europe","Social Ads","1451.16","5"
"12419","North America","Organic","1450.92","6"
"10551","Latin America","Social Ads","1450.71","6"
